,bench mark,,,,,moving average,,,,,moving average with short sell,,,,,moving average with support price,,,,,moving average support volatility,,,,,moving average double support volatility,,,,,,Comparison of Return,,,,Comparison of Max Draw Down,,,,Comparison of Sharpe Ratio,,
ticker,bench mark return,bench mark volatility,bench mark draw_down,bench mark max_draw_down,bench mark sharpe,moving average return,moving average volatility,moving average draw_down,moving average max_draw_down,moving average sharpe,moving average with short sell return,moving average with short sell volatility,moving average with short sell draw_down,moving average with short sell max_draw_down,moving average with short sell sharpe,moving average with support price return,moving average with support price volatility,moving average with support price draw_down,moving average with support price max_draw_down,moving average with support price sharpe,moving average support volatility return,moving average support volatility volatility,moving average support volatility draw_down,moving average support volatility max_draw_down,moving average support volatility sharpe,moving average double support volatility return,moving average double support volatility volatility,moving average double support volatility draw_down,moving average double support volatility max_draw_down,moving average double support volatility sharpe,,Support Signal diff,Volatility Signal diff,Double Vol Signal Diff,,Support Signal diff,Volatility Signal diff,Double Vol Signal Diff,,Support Signal diff,Volatility Signal diff,Double Vol Signal Diff
NFLX,6.5922989808,0.4969115167,-0.3182332956,-0.7674478496,0.4520366223,1.5592603097,0.4011700548,-0.4561521403,-0.7780838915,0.2455006824,-0.6208353975,0.5029166911,-0.8478626508,-0.927912781,-0.183706919,4.357909932,0.3846826125,-0.1283503209,-0.5931847319,0.4749072229,0,0,0,0,0,0,0,0,0,0,,2.7986496223,-4.357909932,0,,0.1848991596,0.5931847319,0,,0.2294065405,-0.4749072229,0
NVDA,0.591485878,0.4817324793,-0.6139991813,-0.8507840162,0.0986934627,0.9557878847,0.3088682996,-0.333905221,-0.7180507443,0.2245345617,-0.3358535875,0.4646608471,-0.6625054222,-0.8941161461,-0.0862638364,1.3301380752,0.3104360937,-0.5223423008,-0.5223423008,0.284235541,0,0,0,0,0,0,0,0,0,0,,0.3743501905,-1.3301380752,0,,0.1957084435,0.5223423008,0,,0.0597009793,-0.284235541,0
ORCL,0.873088225,0.2605489315,-0.2320872274,-0.4111394558,0.248488155,-0.0691675042,0.1725739719,-0.3368212864,-0.4158629354,-0.0413684764,-0.633024093,0.262578042,-0.6746024904,-0.7264798599,-0.3631255721,0.1030226565,0.1773165482,-0.2564223859,-0.345046462,0.0555486766,-0.0826283161,0.1097107631,-0.206677444,-0.273020192,-0.0782398656,0.3872915993,0.1379050957,-0.1461154669,-0.1848361379,0.2412057867,,0.1721901607,-0.1856509726,0.4699199154,,0.0708164734,0.07202627,0.0881840541,,0.096917153,-0.1337885422,0.3194456523
PAYX,0.1735299033,0.2191513012,-0.2292253603,-0.5325437892,0.0735739739,0.4229251669,0.1419392278,0,-0.3245255571,0.2528284894,0.3038248514,0.2198837482,0,-0.4648122707,0.122220856,0.1793699646,0.1369491036,-0.0137028014,-0.2699504145,0.1214186451,-0.2032716584,0.1063701517,-0.2511501232,-0.258505811,-0.2111402479,-0.1167517083,0.1643197346,-0.1961874162,-0.3864904138,-0.0750563718,,-0.2435552023,-0.382641623,0.0865199501,,0.0545751426,0.0114446035,-0.1279846028,,-0.1314098443,-0.332558893,0.1360838761
PYPL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0
QRVO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0
QCOM,1.0997425602,0.2926061564,-0.0880896534,-0.480283482,0.2630508297,0.248688607,0.1871517697,-0.0880896534,-0.374888202,0.1199495658,-0.5307261442,0.2956388702,-0.5670940613,-0.6631141001,-0.2463738267,0.5992650514,0.2092709734,-0.0895213656,-0.3508694688,0.2296283968,-0.137070987,0.0486040411,-0.137070987,-0.1423728814,-0.3009696445,-0.137070987,0.0486040411,-0.137070987,-0.1423728814,-0.3009696445,,0.3505764444,-0.7363360384,0,,0.0240187332,0.2084965874,0,,0.109678831,-0.5305980413,0
RHT,2.9531859558,0.4373399704,-0.2197659298,-0.7555004648,0.3367718392,1.9791744822,0.3127644938,-0.0444444444,-0.5138777835,0.3686392431,0.0857013951,0.4358190232,-0.0221066298,-0.7704564759,0.0189372327,3.8380121801,0.2935679524,-0.0444444444,-0.5060992486,0.5814089062,0,0,0,0,0,0,0,0,0,0,,1.8588376979,-3.8380121801,0,,0.0077785349,0.5060992486,0,,0.2127696631,-0.5814089062,0
CRM,3.9255813954,0.410843047,-0.4424418605,-0.7049576784,0.4205598304,2.3111144227,0.2818168577,-0.0114068441,-0.3567790653,0.4511326903,-0.0573603986,0.4114319393,-0.4798018495,-0.7223602363,-0.0143094493,3.2635682051,0.2715169302,0,-0.4189063458,0.5744939928,0,0,0,0,0,0,0,0,0,0,,0.9524537824,-3.2635682051,0,,-0.0621272805,0.4189063458,0,,0.1233613025,-0.5744939928,0
STX,-0.0247778716,0.4364162298,-0.8324899965,-0.8872516836,-0.0057396018,0.3889034236,0.3199524581,-0.5261585246,-0.7389840685,0.1043387705,-0.1782855544,0.4368410474,-0.6064195951,-0.8943614205,-0.0444944441,0.4585853256,0.2715487799,-0.509705814,-0.5842113031,0.1416043321,0,0,0,0,0,0,0,0,0,0,,0.069681902,-0.4585853256,0,,0.1547727654,0.5842113031,0,,0.0372655616,-0.1416043321,0
SWKS,0.8603818616,0.4705997422,-0.5453460621,-0.6942215088,0.1360372919,1.6523507622,0.3397034779,-0.1825654968,-0.5542613021,0.3014913161,0.3699218445,0.4788556134,-0.4272013917,-0.8070172009,0.0667486574,0.5893288055,0.3327675541,-0.3410765769,-0.5444077322,0.1424472841,0,0,0,0,0,0,0,0,0,0,,-1.0630219567,-0.5893288055,0,,0.0098535699,0.5444077322,0,,-0.159044032,-0.1424472841,0
SYMC,0.3766011956,0.3202246996,-0.1417591802,-0.6998207885,0.1013813859,0.626077478,0.2412779581,-0.0126149241,-0.5580440054,0.2063920621,0.1673342612,0.3194973994,-0.1671823081,-0.6527912978,0.0487838289,0.2216928624,0.2269178167,-0.0126149241,-0.5847538501,0.0890956959,0,0,0,0,0,0,0,0,0,0,,-0.4043846156,-0.2216928624,0,,-0.0267098447,0.5847538501,0,,-0.1172963662,-0.0890956959,0
SNPS,-0.3198883028,0.2813783738,-0.5473161651,-0.6094753747,-0.1343436747,-0.2016652682,0.1561567161,-0.2825318441,-0.4537889649,-0.1425630804,-0.4309577648,0.2684326178,-0.4441675608,-0.6207534338,-0.2041437899,-0.238689123,0.1626241694,-0.238689123,-0.3985402174,-0.1653643047,0.3134183547,0.0910666291,-0.0238980351,-0.1202090592,0.3033730339,0.2597792796,0.1217837628,-0.0876261285,-0.2517421603,0.191757309,,-0.0370238548,0.5521074777,-0.0536390751,,0.0552487475,0.2783311582,-0.1315331011,,-0.0228012243,0.4687373386,-0.1116157249
TEL,-0.2040739888,0.2661678385,-0.8020484166,-0.8106193401,-0.0847490328,0.2280122872,0.1656046243,-0.3580103457,-0.371374818,0.1252603399,0.2245074338,0.2675065749,-0.2962252827,-0.5298650942,0.0764545852,0.405238958,0.116054265,-0.2071211588,-0.2945483674,0.2980673493,0,0,0,0,0,0,0,0,0,0,,0.1772266708,-0.405238958,0,,0.0768264506,0.2945483674,0,,0.1728070094,-0.2980673493,0
TDC,0.1724137931,0.2189194042,-0.5840290381,-0.605914718,0.0732104532,0.6535949495,0.1389292066,-0.1902234109,-0.1902234109,0.3711263989,0.8825551303,0.2192044645,-0.2330526649,-0.2913157131,0.2978042804,0.7163468856,0.1062408774,-0.0651639344,-0.1377805486,0.5222351129,0,0,0,0,0,0,0,0,0,0,,0.0627519361,-0.7163468856,0,,0.0524428623,0.1377805486,0,,0.151108714,-0.5222351129,0
TXN,0.4245276132,0.2837589148,-0.2316899833,-0.6381075481,0.1268782431,0.703246339,0.1892643541,-0.0648535565,-0.3408996731,0.2888796976,0.2042229956,0.2820974797,-0.2400031805,-0.4130002399,0.0664650796,0.2239935692,0.1835568149,-0.103830365,-0.4917309197,0.1111878629,-0.0628260827,0.0605349034,-0.0628260827,-0.2375004519,-0.1067988307,-0.2268666035,0.1109891369,-0.2268666035,-0.3709664188,-0.2287803706,,-0.4792527698,-0.2868196519,-0.1640405208,,-0.1508312466,0.2542304678,-0.1334659669,,-0.1776918347,-0.2179866936,-0.1219815399
TSS,-0.1987493197,0.2737910667,-0.4412661038,-0.6369665339,-0.0800091413,-0.1607460948,0.1887957612,-0.3559158897,-0.4905316247,-0.0919758895,-0.4063170176,0.2738106084,-0.6536183572,-0.7260132742,-0.1854755428,-0.0731177613,0.1623336725,-0.1963737325,-0.4427999093,-0.0465775798,-0.0218036731,0.0997724982,-0.2199084992,-0.2199084992,-0.0220620013,-0.1634622154,0.1251805565,-0.2199084992,-0.2856791062,-0.1412600381,,0.0876283335,0.0513140882,-0.1416585423,,0.0477317154,0.2228914101,-0.065770607,,0.0453983097,0.0245155785,-0.1191980368
VRSN,0.8587334725,0.3588768774,-0.1363952679,-0.5963998105,0.1781247033,0.4084831893,0.227680713,-0.225513015,-0.3500552489,0.1529795673,-0.5042890247,0.3601219826,-0.5157414562,-0.6477208833,-0.1881149176,0.5154927637,0.243269755,-0.1363952679,-0.528369478,0.174427926,0,0,0,0,0,0,0,0,0,0,,0.1070095744,-0.5154927637,0,,-0.1783142291,0.528369478,0,,0.0214483587,-0.174427926,0
V,0.3853665653,0.2200060921,-0.2466116931,-0.5190232843,0.1505417272,0.1967454365,0.1265538598,-0.1721716537,-0.3444721976,0.1431447704,-0.3146431937,0.2218489811,-0.4791440406,-0.5336690916,-0.1670605072,0.2958586958,0.0969702217,-0.0845539281,-0.1989572842,0.2706552163,-0.1102493569,0.0482586125,-0.1102493569,-0.1989572842,-0.2405544507,-0.1102493569,0.0482586125,-0.1102493569,-0.1989572842,-0.2405544507,,0.0991132593,-0.4061080527,0,,0.1455149134,0,0,,0.1275104459,-0.511209667,0
WDC,2.1222672065,0.4211813619,-0.4720647773,-0.7516258129,0.2861942142,1.1534291009,0.2963859246,-0.4561469447,-0.4825435105,0.268877944,-0.3764363715,0.4261401573,-0.6710170779,-0.6869846604,-0.1082142322,0.480255309,0.3076310767,-0.6258632419,-0.644022422,0.1299753766,0,0,0,0,0,0,0,0,0,0,,-0.6731737919,-0.480255309,0,,-0.1614789115,0.644022422,0,,-0.1389025674,-0.1299753766,0
WU,-0.1479573934,0.2631488459,-0.469510405,-0.6310438515,-0.0603387235,-0.3200606491,0.1570811243,-0.3990358004,-0.4472771623,-0.2408041124,-0.635217362,0.2644279733,-0.7305079076,-0.7462936281,-0.3626345484,-0.4393442512,0.1318004366,-0.4561047689,-0.4658238854,-0.4264071249,0,0,0,0,0,0,0,0,0,0,,-0.1192836021,0.4393442512,0,,-0.0185467231,0.4658238854,0,,-0.1856030125,0.4264071249,0
XRX,-0.0266406171,0.3082363542,-0.6068333818,-0.7866231419,-0.0087448218,0.0415022411,0.2012209694,-0.40659393,-0.4815473874,0.0202417268,-0.3161427279,0.3111031712,-0.6149684234,-0.6408582544,-0.1198091734,0.6476030072,0.1778823754,-0.152,-0.2472565498,0.2877113823,0.0322025453,0.0833835323,-0.1146937244,-0.1893184815,0.0380560527,-0.0622909093,0.1365088525,-0.2344231956,-0.3399601466,-0.0469446355,,0.6061007661,-0.6154004619,-0.0944934546,,0.2342908376,0.0579380683,-0.1506416651,,0.2674696555,-0.2496553296,-0.0850006882
XLNX,-0.0317866038,0.3003320164,-0.4326850567,-0.6347496798,-0.010734045,-0.2821576956,0.2058014778,-0.4306662006,-0.5211452577,-0.1583771747,-0.676912846,0.3018175627,-0.6968619963,-0.7062485603,-0.353836563,-0.2708915146,0.1903758795,-0.4311836839,-0.6337830618,-0.1632937008,-0.0302218822,0.0214737307,-0.0432287682,-0.0726733407,-0.1426333713,-0.1493780276,0.0636547722,-0.2670499641,-0.2896064539,-0.2520189432,,0.011266181,0.2406696324,-0.1191561454,,-0.1126378041,0.5611097211,-0.2169331132,,-0.0049165261,0.0206603295,-0.1093855719
YHOO,0.0183286735,0.3727675819,-0.4439266853,-0.7938737909,0.0048748759,-0.3443697069,0.2448768095,-0.4360807859,-0.7487238087,-0.16874183,-0.8265356704,0.406033573,-0.8664911595,-0.9254922061,-0.395617226,0.0565323081,0.2308163602,-0.1031376204,-0.5754786133,0.0238811118,0,0,0,0,0,0,0,0,0,0,,0.400902015,-0.0565323081,0,,0.1732451954,0.5754786133,0,,0.1926229418,-0.0238811118,0
AAP,1.1789760006,0.2831226936,0,-0.4797974658,0.2859721948,0.3583349073,0.1912008688,-0.0877536325,-0.374696923,0.1625888777,-0.4826262947,0.2832285894,-0.6136779957,-0.6728625217,-0.2250828459,0.890319256,0.1842457431,0,-0.311336169,0.3566887682,-0.0857774932,0.0675338994,-0.1464541763,-0.2580044909,-0.13214818,0.0229288873,0.1657545594,-0.1788132615,-0.5380101109,0.0136868642,,0.5319843487,-0.9760967492,0.1087063805,,0.063360754,0.0533316781,-0.28000562,,0.1940998905,-0.4888369482,0.1458350442
AMZN,2.413811421,0.3934547742,-0.3075697211,-0.6525490974,0.331889404,1.6951336832,0.2767273967,-0.0738379814,-0.3774929229,0.3764802003,-0.1082953337,0.3917019129,-0.3309892725,-0.7096922623,-0.0290834927,1.778761787,0.2790200884,-0.0738379814,-0.485734204,0.3854930743,0,0,0,0,0,0,0,0,0,0,,0.0836281038,-1.778761787,0,,-0.1082412811,0.485734204,0,,0.009012874,-0.3854930743,0
AN,0.1793939394,0.3468882738,-0.7448484848,-0.8175909879,0.0479412008,0.5782176974,0.2281267605,-0.017505365,-0.3572456679,0.2045685829,0.0491749067,0.3528267397,-0.1180223657,-0.7067754639,0.0136328017,0.2077197594,0.1732457719,-0.2347483906,-0.3633794218,0.1099302268,-0.1084658516,0.0822355686,-0.150449639,-0.1988608117,-0.1387594058,-0.2613259669,0.13252262,-0.2828729282,-0.4376083189,-0.2250481018,,-0.370497938,-0.316185611,-0.1528601153,,-0.0061337539,0.1645186101,-0.2387475072,,-0.0946383561,-0.2486896326,-0.086288696
AZO,1.3316953317,0.2435235217,-0.0656924867,-0.3687380429,0.3626329299,0.1058004718,0.1744000503,-0.2511457645,-0.4035914775,0.0579336267,-0.5848954234,0.2469038416,-0.6650144054,-0.7143952641,-0.3407639732,-0.0491389146,0.1769919238,-0.2586764447,-0.4393390413,-0.0283857712,0.5065853032,0.0995577051,-0.0454608691,-0.1724434989,0.4200474217,0.5385160439,0.1441683986,-0.0940230689,-0.2617416131,0.3052357158,,-0.1549393864,0.5557242178,0.0319307407,,-0.0357475638,0.2668955424,-0.0892981142,,-0.0863193979,0.4484331929,-0.1148117059
BBBY,0.118490566,0.2821681049,-0.5680503145,-0.6334329633,0.0398925714,-0.0629961007,0.181807667,-0.4590293319,-0.5086848499,-0.0356589772,-0.5613674029,0.2848068949,-0.7207158996,-0.7499239839,-0.2776432355,0.0974532578,0.1794310449,-0.3977089633,-0.4529930576,0.0520469953,-0.1567395512,0.088984456,-0.1861379699,-0.2847096016,-0.1898842454,-0.3446262849,0.1423838746,-0.3958949737,-0.5002333525,-0.290471587,,0.1604493585,-0.254192809,-0.1878867337,,0.0556917923,0.168283456,-0.2155237509,,0.0877059725,-0.2419312407,-0.1005873416
BBY,0.5203303278,0.3126322881,-0.3992775669,-0.6953262858,0.1367906734,-0.2091283419,0.2126086423,-0.3165090661,-0.5635538438,-0.1090252123,-0.7659489908,0.3153742911,-0.8029108833,-0.833289081,-0.4284406733,-0.010417591,0.2187228697,-0.2784500413,-0.5399839256,-0.0047834823,-0.0813318139,0.036080192,-0.0813318139,-0.1426402513,-0.2340282891,-0.0804643322,0.0839526469,-0.1658993183,-0.2592967815,-0.0994635933,,0.1987107509,-0.0709142229,0.0008674817,,0.0235699182,0.3973436743,-0.1166565302,,0.10424173,-0.2292448068,0.1345646958
BWA,1.4534219451,0.3369718995,-0.0499248692,-0.7233782775,0.2785387873,0.1780492084,0.2204980915,-0.1223319001,-0.5435285472,0.0748954885,-0.7091314045,0.3423604451,-0.7247878465,-0.8467224101,-0.339187656,0.9158094558,0.2043966721,-0.014575023,-0.3195437717,0.328509496,-0.0175079741,0.124256893,-0.2770394622,-0.3546856148,-0.0141967267,0.9820114662,0.1657854533,-0.1248219591,-0.2188163117,0.4269148198,,0.7377602474,-0.9333174299,0.9995194403,,0.2239847755,-0.0351418431,0.1358693031,,0.2536140075,-0.3427062227,0.4411115465
KMX,0.3480406386,0.3869051131,-0.6383164006,-0.786972132,0.0783224367,0.2429378067,0.2751523946,-0.3747432819,-0.6075573728,0.0798724558,-0.4584647039,0.3899080717,-0.6852623524,-0.772142056,-0.1525193836,0.1434597092,0.2462707983,-0.3790255412,-0.531947792,0.0547798553,0,0,0,0,0,0,0,0,0,0,,-0.0994780975,-0.1434597092,0,,0.0756095808,0.531947792,0,,-0.0250926005,-0.0547798553,0
CCL,0.3514742255,0.3017043406,-0.4612820857,-0.7108144303,0.10130903,0.5332909115,0.1980503277,-0.0717932006,-0.4418383875,0.2204004256,0.023093413,0.3040420238,-0.1984762545,-0.5704263421,0.0075146613,0.6707589746,0.176366454,-0.0320772345,-0.4166139611,0.2985051658,0.1358462441,0.096167677,-0.013929566,-0.223018746,0.1332475691,0.0945426942,0.1521324849,-0.0741596451,-0.3638518234,0.0596253089,,0.1374680631,-0.5349127305,-0.0413035499,,0.0252244264,0.1935952151,-0.1408330774,,0.0781047402,-0.1652575967,-0.0736222602
CBS,-0.3344384968,0.3653349137,-0.8622407414,-0.9009952512,-0.1091578571,0.6300001732,0.2382039844,-0.3877366947,-0.482159267,0.2101170957,0.8937616185,0.3629392834,-0.1922414164,-0.6006560799,0.1816067487,0.5912698222,0.1605671248,-0.1723823023,-0.3282590087,0.2960109685,0.0623506397,0.0573936745,-0.0168965517,-0.1592721829,0.1056614561,-0.3521342398,0.1080115074,-0.4140976317,-0.5244487415,-0.3931243223,,-0.038730351,-0.5289191825,-0.4144848795,,0.1539002583,0.1689868258,-0.3651765586,,0.0858938728,-0.1903495124,-0.4987857784
CHTR,0.0742857143,0.0386939586,-0.1571428571,-0.1571428571,0.1857769995,0.1842519685,0.0304066531,0,-0.0540880503,0.5606686833,0.2981653126,0.0384004911,0,-0.0718627539,0.6882190096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,-0.1842519685,0,0,,0.0540880503,0,0,,-0.5606686833,0,0
CMG,2.1502272727,0.327134663,-0.1206818182,-0.7460619585,0.3715249746,0.2058681675,0.2109473565,-0.2855818042,-0.4996107598,0.0895420973,-0.7610235211,0.325536671,-0.8509866367,-0.8570153426,-0.4095293246,2.9122869167,0.2004403907,-0.0506241331,-0.3364701461,0.7288537903,0,0,0,0,0,0,0,0,0,0,,2.7064187492,-2.9122869167,0,,0.1631406137,0.3364701461,0,,0.639311693,-0.7288537903,0
COH,1.9236611035,0.3536438477,-0.1519971083,-0.7819297267,0.3201024006,0.8321950801,0.2266620686,-0.0665326637,-0.5699182836,0.2752845341,-0.4567533651,0.3575185377,-0.5647570108,-0.6201096662,-0.1655070995,2.3240771609,0.2129297459,-0.0806072655,-0.2934773471,0.5991511881,0,0,0,0,0,0,0,0,0,0,,1.4918820808,-2.3240771609,0,,0.2764409365,0.2934773471,0,,0.323866654,-0.5991511881,0
CMCSA,-0.1420747922,0.3278750153,-0.4663023304,-0.6216781708,-0.0463621447,-0.3532708337,0.1999328818,-0.4990774069,-0.5397407388,-0.2132215726,-0.7721143914,0.3730114086,-0.8313070294,-0.851241945,-0.3684176824,-0.0248135957,0.1452142528,-0.1471035926,-0.4285246207,-0.0172745302,0.184163551,0.0742118609,-0.0417836504,-0.220980318,0.229619192,-0.1424528302,0.1160379117,-0.1849056604,-0.3953436807,-0.1313740857,,0.328457238,0.2089771467,-0.3266163812,,0.1112161181,0.2075443027,-0.1743633627,,0.1959470424,0.2468937222,-0.3609932777
DHI,-0.0230878027,0.486290645,-0.6849281368,-0.8883648857,-0.0047958815,-0.139224995,0.3232705448,-0.1851422386,-0.7534112649,-0.046012493,-0.8094388965,0.5023869307,-0.8106780833,-0.9679059358,-0.303968381,-0.0239012179,0.2868615154,-0.1951948937,-0.6749402945,-0.0084196025,0,0,0,0,0,0,0,0,0,0,,0.1153237771,0.0239012179,0,,0.0784709704,0.6749402945,0,,0.0375928905,0.0084196025,0
DRI,1.4329021175,0.324320539,-0.2726154948,-0.7020674416,0.2865738077,0.9371663453,0.2115211052,-0.1509254924,-0.3118318896,0.3230385543,-0.2338093366,0.3259312184,-0.4445640723,-0.727485826,-0.0806014808,-0.2875249233,0.2104275217,-0.4476819086,-0.6423864998,-0.1583430253,0.2543842423,0.0915571398,-0.0189633375,-0.1502685843,0.2502699607,0.2440393219,0.1681140384,-0.0189633375,-0.3875693696,0.1312656274,,-1.2246912686,0.5419091656,-0.0103449204,,-0.3305546102,0.4921179155,-0.2373007853,,-0.4813815796,0.408612986,-0.1190043333
DLPH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0
DISCA,1.4503267974,0.2928286182,-0.3287581699,-0.6487688099,0.3200565718,1.1307263575,0.1864305279,-0.0749276466,-0.2348937318,0.4213278998,0.1752901152,0.2961123447,-0.1449443861,-0.5063849555,0.0549658942,1.7363838858,0.1553345755,-0.0747474747,-0.3817444033,0.68149789,0.6659671507,0.0925255494,-0.0747474747,-0.1407804132,0.5657261585,0.5373737374,0.1008917211,-0.1077441077,-0.2192202462,0.4353958321,,0.6056575283,-1.0704167351,-0.1285934133,,-0.1468506715,0.2409639901,-0.078439833,,0.2601699902,-0.1157717315,-0.1303303264
DISCK,0.985,0.217705141,-0.388125,-0.4196799052,0.3258423176,0.5765822209,0.1541048651,-0.1198501873,-0.2652048887,0.3021260667,-0.0805204327,0.2226941139,-0.26378333,-0.5076245982,-0.0375235768,0.6,0.0793461608,0,-0.1486776269,0.606238439,0.0590196732,0.0359275402,-0.0036678893,-0.1101846337,0.1600034751,0.0590196732,0.0359275402,-0.0036678893,-0.1101846337,0.1600034751,,0.0234177791,-0.5409803268,0,,0.1165272618,0.0384929932,0,,0.3041123723,-0.4462349639,0
DISH,-0.2062400902,0.3409645218,-0.7363619939,-0.8169151194,-0.0669386253,1.5332793384,0.214516259,-0.1222119127,-0.2641599663,0.4538941985,3.2307499095,0.3380575222,-0.1583026451,-0.3566461272,0.4587748817,0.2666784916,0.1894732633,-0.3104015845,-0.3877434521,0.1262012801,0.1898681801,0.1170969474,-0.1331481148,-0.2073693231,0.1496978868,0.3213592233,0.1305918345,-0.2064724919,-0.2363749611,0.2162962694,,-1.2666008468,-0.0768103115,0.1314910432,,-0.1235834858,0.180374129,-0.029005638,,-0.3276929184,0.0234966067,0.0665983826
DG,0.2877254729,0.0624806971,-0.044874615,-0.1156822811,0.4097237197,0.2216330532,0.0484639634,-0.0275,-0.0807978364,0.4170605677,0.1412148633,0.0622599753,-0.0856801942,-0.1052728842,0.2134856824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,-0.2216330532,0,0,,0.0807978364,0,0,,-0.4170605677,0,0
DLTR,0.7438136827,0.2854693985,-0.3959243086,-0.5325872284,0.2002284619,-0.3337938081,0.2062641369,-0.4487347253,-0.5180462666,-0.1928898236,-0.8307576234,0.2871467371,-0.8438110343,-0.8700825093,-0.5666047766,0.2027748903,0.2238946082,-0.3599632673,-0.4404361983,0.083195872,0.0796767463,0.0904097575,-0.0746487401,-0.2139210683,0.0850852876,0.5434693037,0.1177403518,0,-0.2124204521,0.3765985196,,0.5365686984,-0.123098144,0.4637925574,,0.0776100683,0.22651513,0.0015006162,,0.2760856956,0.0018894156,0.291513232
EXPE,-0.0481283422,0.3479130948,-0.7480689245,-0.8272912424,-0.0141368617,0.2655065269,0.2394905542,-0.4115355762,-0.4661820185,0.0994487312,-0.0256134901,0.3485611658,-0.607646407,-0.6574958724,-0.0074314776,2.1334538512,0.191617277,0,-0.2966172987,0.6311556991,0.4118831823,0.0740019039,-0.0419603894,-0.1312304358,0.4740408856,0.3296408191,0.0942337413,-0.0419603894,-0.2130346232,0.3065665277,,1.8679473243,-1.7215706689,-0.0822423632,,0.1695647198,0.1653868629,-0.0818041874,,0.5317069679,-0.1571148135,-0.1674743579
FL,0.0419734904,0.347261891,-0.5957290133,-0.8144016227,0.011859821,0.1293219765,0.222302725,-0.1640953669,-0.5333738129,0.0550199088,-0.3696449491,0.3407458935,-0.4123020747,-0.6535942553,-0.1323009178,0.0744412564,0.2022964611,-0.1867388116,-0.5783090134,0.0356062753,-0.1665148924,0.0617347484,-0.1665148924,-0.1770889572,-0.2922490537,-0.1961451247,0.1090215671,-0.2819349962,-0.3098438068,-0.1980202922,,-0.0548807201,-0.2409561488,-0.0296302323,,-0.0449352005,0.4012200562,-0.1327548496,,-0.0194136335,-0.327855329,0.0942287615
F,0.2064228518,0.4419071566,-0.8744762351,-0.9185511438,0.0428495163,1.4082663258,0.304438198,-0.4276723031,-0.6655689806,0.3016389472,0.6214522479,0.4483073299,-0.4497968105,-0.7830727566,0.1104130652,2.5514864741,0.2475389055,-0.0468760495,-0.3879020134,0.5456132056,0,0,0,0,0,0,0,0,0,0,,1.1432201483,-2.5514864741,0,,0.2776669672,0.3879020134,0,,0.2439742584,-0.5456132056,0
GPS,0.3334855232,0.2987765771,-0.4638489846,-0.6055278847,0.0976847411,0.2449040835,0.1999775993,-0.4176617283,-0.4432498861,0.1107053519,-0.3043316193,0.3065427661,-0.721551847,-0.7267403214,-0.1162111986,-0.1384096101,0.194029179,-0.4548465744,-0.5704819491,-0.0761805158,-0.2571378622,0.0696769076,-0.2783191853,-0.2783191853,-0.4201609457,-0.1231058592,0.1401116186,-0.2472316917,-0.2627491564,-0.0931100758,,-0.3833136936,-0.1187282521,0.134032003,,-0.127232063,0.2921627638,0.0155700289,,-0.1868858677,-0.3439804299,0.3270508699
GRMN,0.8035430213,0.4165112403,-0.336790891,-0.8770597738,0.1457920679,1.2194806243,0.3142596127,-0.1028527574,-0.6776330502,0.2639766369,0.4947111317,0.4149546372,-0.1605313369,-0.6104714891,0.0987945313,4.2041534283,0.3105113194,-0.1049382716,-0.4970888939,0.5772778537,0,0,0,0,0,0,0,0,0,0,,2.984672804,-4.2041534283,0,,0.1805441563,0.4970888939,0,,0.3133012168,-0.5772778537,0
GM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0
